The test group: G_1 
sentenceID:/correctFrame/totalFrame/rate_frame/correctSign/groundtruth/rate_sign/distance/insert/delete/substitute
S0088:	162	287	0.564460	4	5	0.800000	1	0	1	0
S0089:	237	349	0.679083	5	6	0.833333	1	0	1	0
S0090:	201	274	0.733577	5	5	1.000000	0	0	0	0
S0091:	254	428	0.593458	6	7	0.857143	1	0	0	1
S0092:	284	428	0.663551	7	8	0.875000	1	0	1	0
S0093:	103	214	0.481308	0	4	0.000000	4	0	1	0
S0094:	220	397	0.554156	6	7	0.857143	1	0	1	0
S0095:	245	285	0.859649	5	5	1.000000	0	0	0	0
S0096:	100	194	0.515464	3	4	0.750000	1	0	1	0
S0097:	52	187	0.278075	0	4	0.000000	4	0	1	0
S0098:	250	314	0.796178	3	5	0.600000	2	0	2	0
S0099:	220	456	0.482456	7	8	0.875000	3	2	1	0
S0100:	166	190	0.873684	4	4	1.000000	0	0	0	0
S0101:	41	209	0.196172	0	5	0.000000	5	0	1	0
S0102:	167	308	0.542208	3	5	0.600000	2	0	2	0
S0103:	179	373	0.479893	4	6	0.666667	2	0	2	0
S0104:	192	353	0.543909	5	7	0.714286	2	0	2	0
S0105:	359	561	0.639929	7	9	0.777778	2	0	1	1
S0106:	260	420	0.619048	4	8	0.500000	4	0	1	0
S0107:	216	319	0.677116	4	6	0.666667	2	0	2	0
S0108:	333	581	0.573150	8	10	0.800000	3	1	2	0
S0109:	187	256	0.730469	4	5	0.800000	1	0	1	0
S0110:	246	486	0.506173	5	9	0.555556	4	0	2	0
S0111:	242	412	0.587379	8	8	1.000000	0	0	0	0
S0112:	209	256	0.816406	4	5	0.800000	1	0	1	0
S0113:	167	233	0.716738	3	4	0.750000	1	0	0	1
S0114:	186	243	0.765432	5	5	1.000000	0	0	0	0
S0115:	208	370	0.562162	5	7	0.714286	2	0	2	0
S0116:	129	193	0.668394	2	4	0.500000	2	0	2	0
S0117:	223	258	0.864341	5	5	1.000000	0	0	0	0
S0118:	418	632	0.661392	9	10	0.900000	2	1	1	0
S0119:	201	295	0.681356	5	7	0.714286	2	0	2	0
S0120:	361	522	0.691571	8	9	0.888889	3	2	1	0
S0121:	54	79	0.683544	0	2	0.000000	2	0	1	0
S0122:	74	76	0.973684	2	2	1.000000	0	0	0	0
S0123:	84	71	1.183099	2	2	1.000000	0	0	0	0
S0124:	67	62	1.080645	2	2	1.000000	0	0	0	0
S0125:	88	80	1.100000	2	2	1.000000	0	0	0	0
S0126:	112	159	0.704403	2	3	0.666667	1	0	1	0
S0127:	146	236	0.618644	3	4	0.750000	1	0	1	0
S0128:	87	183	0.475410	2	3	0.666667	1	0	1	0
S0129:	43	67	0.641791	0	2	0.000000	2	0	1	0
S0130:	68	91	0.747253	2	2	1.000000	0	0	0	0
S0131:	133	185	0.718919	3	4	0.750000	1	0	1	0
S0132:	161	180	0.894444	4	4	1.000000	0	0	0	0
S0133:	89	197	0.451777	2	4	0.500000	2	0	2	0
S0134:	69	68	1.014706	2	2	1.000000	0	0	0	0
S0135:	45	141	0.319149	3	3	1.000000	0	0	0	0
S0136:	105	216	0.486111	4	4	1.000000	0	0	0	0
S0137:	34	118	0.288136	0	3	0.000000	3	0	1	0
S0138:	115	207	0.555556	3	4	0.750000	1	0	1	0
S0139:	52	75	0.693333	2	2	1.000000	0	0	0	0
S0140:	159	188	0.845745	4	4	1.000000	0	0	0	0
S0141:	76	92	0.826087	2	3	0.666667	1	0	1	0
S0142:	115	213	0.539906	3	4	0.750000	1	0	1	0
S0143:	55	208	0.264423	0	4	0.000000	4	0	1	0
S0144:	85	98	0.867347	2	2	1.000000	0	0	0	0
S0145:	133	204	0.651961	3	4	0.750000	1	0	1	0
S0146:	152	245	0.620408	4	5	0.800000	1	0	1	0
S0147:	119	185	0.643243	4	4	1.000000	0	0	0	0
S0148:	28	47	0.595745	0	2	0.000000	2	0	1	0
S0149:	73	82	0.890244	0	2	0.000000	2	0	1	0
S0150:	34	35	0.971429	0	2	0.000000	2	0	1	0
S0151:	223	262	0.851145	5	5	1.000000	0	0	0	0
S0152:	67	119	0.563025	0	3	0.000000	3	0	1	0
S0153:	75	143	0.524476	2	3	0.666667	1	0	1	0
S0154:	82	91	0.901099	2	2	1.000000	2	2	0	0
S0155:	208	327	0.636086	5	6	0.833333	2	1	1	0
S0156:	152	276	0.550725	0	5	0.000000	5	0	1	0
S0157:	84	240	0.350000	0	4	0.000000	4	0	1	0
S0158:	91	234	0.388889	3	4	0.750000	1	0	1	0
S0159:	66	328	0.201220	2	5	0.400000	3	0	2	0
S0160:	160	289	0.553633	2	5	0.400000	3	0	3	0
S0161:	143	272	0.525735	2	5	0.400000	3	0	3	0
S0162:	79	192	0.411458	0	4	0.000000	4	0	1	0
S0163:	70	446	0.156951	0	7	0.000000	7	0	1	0
S0164:	82	116	0.706897	0	3	0.000000	3	0	1	0
S0165:	118	133	0.887218	3	3	1.000000	0	0	0	0
S0166:	108	123	0.878049	3	3	1.000000	0	0	0	0
S0167:	120	388	0.309278	3	6	0.500000	3	0	3	0
S0168:	134	174	0.770115	4	4	1.000000	0	0	0	0
S0169:	106	180	0.588889	4	4	1.000000	0	0	0	0
S0170:	252	325	0.775385	4	6	0.666667	2	0	2	0
S0171:	224	281	0.797153	3	5	0.600000	2	0	2	0
S0172:	41	296	0.138514	0	4	0.000000	4	0	1	0
S0173:	72	204	0.352941	0	4	0.000000	4	0	1	0
S0174:	126	209	0.602871	3	4	0.750000	1	0	1	0
S0175:	194	287	0.675958	5	5	1.000000	0	0	0	0
S0176:	158	264	0.598485	3	6	0.500000	3	0	1	2
S0177:	189	229	0.825328	4	5	0.800000	1	0	1	0
S0178:	180	190	0.947368	4	4	1.000000	0	0	0	0
S0179:	77	77	1.000000	2	2	1.000000	0	0	0	0
S0180:	59	56	1.053571	2	2	1.000000	0	0	0	0
S0181:	107	107	1.000000	2	2	1.000000	0	0	0	0
S0182:	59	88	0.670455	2	2	1.000000	0	0	0	0
S0183:	103	100	1.030000	2	2	1.000000	0	0	0	0
S0184:	127	150	0.846667	2	3	0.666667	1	0	1	0
S0185:	95	151	0.629139	2	3	0.666667	1	0	1	0
S0186:	101	133	0.759398	3	3	1.000000	0	0	0	0
S0187:	126	127	0.992126	3	3	1.000000	0	0	0	0
S0188:	118	127	0.929134	3	3	1.000000	0	0	0	0
S0189:	108	132	0.818182	3	3	1.000000	0	0	0	0
S0190:	114	113	1.008850	2	2	1.000000	0	0	0	0
S0191:	54	127	0.425197	0	2	0.000000	2	0	1	0
S0192:	54	73	0.739726	0	2	0.000000	2	0	1	0
S0193:	77	82	0.939024	2	2	1.000000	2	2	0	0
S0194:	105	99	1.060606	2	2	1.000000	0	0	0	0
S0195:	269	340	0.791176	5	5	1.000000	1	1	0	0
S0196:	238	393	0.605598	4	6	0.666667	2	0	0	2
S0197:	261	332	0.786145	5	5	1.000000	1	1	0	0
S0198:	294	390	0.753846	6	6	1.000000	1	1	0	0
S0199:	254	340	0.747059	6	6	1.000000	0	0	0	0
S0200:	71	173	0.410405	0	3	0.000000	3	0	1	0
S0201:	168	223	0.753363	4	4	1.000000	0	0	0	0
S0202:	273	329	0.829787	4	5	0.800000	1	0	1	0
S0203:	168	279	0.602151	4	5	0.800000	1	0	1	0
S0204:	131	214	0.612150	3	4	0.750000	1	0	1	0
S0205:	199	280	0.710714	4	5	0.800000	1	0	1	0
S0206:	121	138	0.876812	3	3	1.000000	0	0	0	0
S0207:	104	178	0.584270	3	3	1.000000	0	0	0	0
S0208:	362	435	0.832184	7	7	1.000000	0	0	0	0
Ave.:	30783	51120	0.602171	653	973	0.671120	349	29	196	20 
